LOOKBACK,EXIT_LOOKBACK,MAX_STOCKS,HURST_WINDOW,HURST_TREND,HURST_REVERT,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Return: Inception -> 2020-03-23 [%],Return: 2020-03-23 -> 2021-10-18 [%],Return: 2021-10-18 -> 2023-03-27 [%],Return: 2023-03-27 -> 2024-09-24 [%],Return: 2024-09-24 -> 2025-09-30 [%]
20,20,15,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1147668.36,14.766836000000005,463.29777520758944,98.07097999568292,0.0,4.07485974942852,67 days,76,61,15,-18422.200000000008,70.49180327868852,27.36929964337203,-17.57325263857111,10.101313467261654,-7.312602928062256,37 days,29 days 04:00:00,4.039057308058259,2722.796065573771,0.655023846438863,0.5592666672916771,1.4398513216217788,1.232490089468422,0.0,0.0,0.0,0.0,13.334873000000021
20,20,15,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2003632.8281096704,100.36328281096705,463.29777520758944,99.18745437881947,0.0,14.957359450519178,310 days,393,378,15,-41377.049999999996,59.523809523809526,243.41801385681293,-42.728892687239174,15.810179905055783,-9.239965119777725,48 days 05:32:48,42 days 14:07:03.529411764,2.35608636982969,2764.5763971155293,1.19105560005684,0.8050494974121407,1.2626539155750638,1.6572485816420792,0.0,30.105344987074005,-4.3833837369251745,68.34241827000334,-4.55781162831958
20,20,15,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2781419.9613830596,178.14199613830598,463.29777520758944,99.43790530134409,0.0,24.702565337258164,195 days,553,538,15,-25088.069778369987,58.36431226765799,777.290351896463,-63.68327402135231,17.482566224757896,-9.799067561986751,50 days 00:13:45.477707006,42 days 00:51:25.714285714,2.4094295986670144,3357.8216192591635,1.398841069750316,0.7374950847921948,1.2602145722221583,1.9810781781549036,-7.312654661339987,111.44675931031907,-0.2745779345833989,53.183456403725,-2.8582043027474917
20,20,15,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2401733.31815156,140.17333181515602,463.29777520758944,99.78919655005896,0.0,27.528567078385425,431 days,620,605,15,-49002.82372132998,56.69421487603306,777.2903518964631,-63.68327402135231,16.647649634076327,-10.295884858011235,48 days 00:29:23.265306122,46 days 20:42:08.244274809,1.9926699612036405,2397.910978302295,1.0948476375482163,0.5598964892782502,1.187691341207012,1.541305114457503,-13.650126221632004,118.9619683531059,1.4719040559658363,45.099985458269025,-8.90675205319349
20,20,15,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2584687.8371422915,158.46878371422912,463.29777520758944,99.77074482541607,0.0,27.56905759080974,408 days,681,667,14,-38179.11809981995,60.41979010494752,357.02704834838363,-45.5663430420712,14.357626171215312,-9.395809477323166,46 days 04:53:00.148883374,44 days 20:05:27.272727272,2.195679486029204,2433.08389091771,1.2305358472228083,0.6096585678786087,1.2021983656024378,1.697166375418024,-5.726027577472013,74.1024754162687,7.062570644960969,58.906225921354164,-4.165950388213282
20,20,15,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2704601.4913905,170.46014913905003,463.29777520758944,99.85561483187429,0.0,24.973601294917753,597 days,677,663,14,-103422.29342839998,56.25942684766214,750.6238538176149,-71.58948685857321,18.25893601179883,-9.554583583037502,46 days 23:21:23.646112600,48 days 00:09:55.862068965,1.977792230695991,2727.0343662426867,1.2659680905647532,0.7078506032985276,1.2030239741684496,1.798137139802018,-11.987021046291943,161.65990250279205,-2.559032014919551,52.467009310178035,-15.381898959904424
20,20,15,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,20,20,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1147208.62,14.720861999999999,463.29777520758944,97.88279815247166,0.0,3.944802062217149,70 days,103,84,19,-21280.650000000005,70.23809523809523,29.29509744998713,-17.573252638571095,10.342322245737702,-7.392947923437355,35 days 13:49:49.830508474,29 days 04:48:00,3.9197244713619166,2005.8246428571415,0.6691075913966881,0.5760058370031009,1.4514880087689013,1.2387358054798638,0.0,0.0,0.0,0.0,13.352251000000024
20,20,20,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1992577.8391474595,99.25778391474594,463.29777520758944,98.97007503646495,0.0,15.683858608867233,310 days,535,515,20,-35661.10000000002,59.80582524271845,243.41801385681293,-42.72889268723918,15.023055567775579,-8.954766171010068,45 days 16:54:32.727272727,42 days 06:01:44.347826086,2.351703208392704,1996.5804643640013,1.2108686589811268,0.7612949968584132,1.2648821550210227,1.668967543554797,0.0,27.803073069224972,-2.8351769659806325,67.25912072661944,-4.39591335271563
20,20,20,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2651876.006727581,165.1876006727581,463.29777520758944,98.23273771923745,0.0,24.792401497653547,310 days,740,720,20,-31807.284742720047,58.05555555555556,777.2903518964631,-63.68327402135231,16.544533104479658,-9.995887613056443,49 days 11:25:33.014354067,42 days 03:15:29.801324503,2.328419855661954,2338.4490159309735,1.3826189770906003,0.6977605452609091,1.256066507435719,1.9525300276228905,-7.944475805810024,102.86794043957126,-1.335116585728174,57.70962734617111,-5.349175791676548
20,20,20,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2488919.1478516385,148.8919147851639,463.29777520758944,99.78919655005896,0.0,26.103042204897797,471 days,816,796,20,-47429.74737135999,56.28140703517588,777.290351896463,-63.68327402135231,17.111091583698677,-10.343019067035723,49 days 02:50:21.428571428,45 days 23:10:20.689655172,2.032635255244898,1930.086551787682,1.1722585269261845,0.6163422654667444,1.1998302125889055,1.6256714747285694,-15.012789638844005,117.7910091693754,3.841127117969633,45.955706578768634,-6.704293417673915
20,20,20,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2258088.3800287005,125.80883800287006,463.29777520758944,99.77074482541607,0.0,23.96119122069246,569 days,905,886,19,-21070.91773558999,59.59367945823928,357.0270483483836,-45.5663430420712,14.22355894719396,-9.62332499589735,46 days 01:21:49.090909090,45 days 07:22:27.486033519,2.0162155449757666,1443.746385738477,1.1304261681867152,0.5948998549327532,1.1831895745700873,1.5419558376698734,-12.369277382405022,70.7471812731285,4.552818764522707,57.39923111703937,-5.452620223360767
20,20,20,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2822768.473346241,182.27684733462408,463.29777520758944,99.85561483187429,0.0,27.05213938776158,602 days,914,894,20,-70236.86240700999,56.82326621923938,750.6238538176149,-71.58948685857321,16.080668213530096,-9.584833891247378,45 days 10:15:07.086614173,47 days 23:04:02.487046632,2.0823841046705156,2117.4556328336134,1.3371277316456962,0.6840039647404348,1.2199462002352777,1.8891818703804975,-14.416034001411951,165.63922429594152,-1.1661381747052086,50.59275112262422,-10.794639428175653
20,20,20,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,20,25,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1177452.8648632,17.74528648632,463.29777520758944,97.48362555356711,0.0,3.347783126811204,41 days,127,103,24,-7549.999999999996,71.84466019417476,39.86175115207373,-17.57325263857112,10.71140072400678,-6.90007934161027,36 days 09:24:19.459459459,28 days 11:35:10.344827586,4.8384666359545205,1796.144319060194,0.8106308500808838,0.8090599517169363,1.591132934567721,1.5473785831286795,0.0,0.0,0.0,0.0,15.011736486320013
20,20,25,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1890531.2225931298,89.05312225931299,463.29777520758944,99.24402422589829,0.0,14.945676642567099,310 days,672,647,25,-32824.52,59.19629057187017,243.41801385681293,-52.0932400932401,14.841256962181559,-9.21182707457029,44 days 17:25:13.315926893,43 days 04:49:05.454545454,2.173303574818273,1427.1340689229207,1.150768783720647,0.7347536195895844,1.2510122689954608,1.5760354250466093,0.0,29.33832511237999,-4.194496958007031,63.23630188449747,-6.678130730716761
20,20,25,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2577459.21248364,157.74592124836397,463.29777520758944,99.0541296058962,0.0,23.94827416432945,310 days,920,895,25,-48350.39605704004,58.770949720670394,777.2903518964631,-63.68327402135231,16.120953160890583,-10.08530238196209,48 days 12:32:51.102661597,43 days 11:42:26.341463414,2.308821592298531,1816.5470486488039,1.402913711061421,0.6995996364687733,1.2593433028865872,1.9505714862571903,-7.7448153558910136,99.99202428810726,-2.313039403592055,58.275386842413354,-5.168106761810976
20,20,25,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2468998.817642891,146.89988176428906,463.29777520758944,99.78919655005896,0.0,25.877937526567656,431 days,1011,986,25,-50672.912699939996,55.57809330628803,777.2903518964631,-63.68327402135231,17.64597676673569,-10.543855777806844,49 days 00:02:37.664233576,46 days 09:28:46.027397260,1.9622512313993077,1541.2492194146332,1.196693116726074,0.6158098322481952,1.2055552795083322,1.652511590444937,-13.190656465289043,125.76591260002763,0.30248302380329,45.1204370927584,-9.097616651705232
20,20,25,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2261413.2178820404,126.14132178820405,463.29777520758944,99.77074482541607,0.0,22.996886840067432,416 days,1126,1101,25,-24354.124085559968,58.6739327883742,357.02704834838363,-45.57420401447844,14.050517385384275,-9.606031181666163,45 days 15:42:54.613003095,45 days 14:20:50.109890109,1.9899826599129877,1167.817749289373,1.1516836154067664,0.6210412467578701,1.1874765880652502,1.5576059961123467,-8.510552718901982,70.34504843948477,2.8845177898642116,59.1205562864191,-8.21623305900457
20,20,25,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2603812.38736339,160.381238736339,463.29777520758944,99.85561483187429,0.0,27.877459019510525,659 days,1144,1119,25,-55782.06372132999,56.74709562109026,750.6238538176149,-71.58948685857321,16.408502737380353,-9.452802881196163,44 days 23:19:10.866141732,48 days 08:26:49.937888199,2.0082421026218134,1480.0594514701565,1.2845190353986333,0.6079706229764963,1.208624194691103,1.7832519807660827,-11.050510304760968,130.93451380211536,-0.477990211432662,53.700368673480426,-11.585679593171097
20,20,25,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,20,30,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1178921.1543474,17.89211543474,463.29777520758944,95.86273754465007,0.0,3.393630136316034,41 days,152,123,29,-8705.399999999998,70.73170731707317,39.86175115207373,-17.57325263857111,11.271515331498072,-6.584722195573792,34 days 12:41:22.758620690,32 days 21:19:59.999999999,4.961760463830384,1525.4191410357723,0.8202750612257544,0.8043010821000982,1.6029998619299595,1.5872990090634387,0.0,0.0,0.0,0.0,15.134761434740037
20,20,30,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1926487.5286658704,92.64875286658706,463.29777520758944,99.30324791391182,0.0,15.126197038674341,310 days,808,778,30,-32137.079999999994,59.12596401028277,304.65118260226114,-52.09324009324009,14.899206394297085,-9.123493420358368,44 days 11:53:44.347826087,43 days 07:47:53.186119874,2.1935715262011604,1228.9087304189516,1.206947686941914,0.7486353073837552,1.2646146915762948,1.6468388227898294,0.0,27.723723816822982,0.36126501228238306,61.60382856630857,-7.138510165346201
20,20,30,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2525719.325837738,152.57193258377382,463.29777520758944,97.54074144684394,0.0,24.145636632794115,310 days,1092,1062,30,-50015.40437849001,58.8512241054614,777.290351896463,-63.68327402135231,16.501321397950807,-10.156776311194356,48 days 23:27:44.640000,43 days 21:51:29.244851258,2.2646118563818267,1483.742683819426,1.4083438445516323,0.6778658699821548,1.260801905094275,1.9486242483258427,-8.256550906433981,103.75361770695659,-3.8194198882022823,56.257656476340436,-5.790643269541268
20,20,30,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2449090.182818108,144.90901828181077,463.29777520758944,99.78919655005896,0.0,24.926689110500842,429 days,1200,1170,30,-51355.10269994,56.495726495726494,777.2903518964631,-63.68327402135231,17.434146311534047,-10.362791494858005,49 days 07:24:25.052950075,45 days 21:44:12.259332023,2.0034792144677804,1282.4318679641467,1.2190511174657284,0.6331537342980832,1.209679345630262,1.6767861209238564,-11.919838776622992,115.30468345554232,0.6027555692718592,48.06673134145878,-9.08989804754842
