LOOKBACK,EXIT_LOOKBACK,MAX_STOCKS,HURST_WINDOW,HURST_TREND,HURST_REVERT,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Return: Inception -> 2020-03-23 [%],Return: 2020-03-23 -> 2021-10-18 [%],Return: 2021-10-18 -> 2023-03-27 [%],Return: 2023-03-27 -> 2024-09-24 [%],Return: 2024-09-24 -> 2025-09-30 [%]
20,180,20,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2721154.9763626,172.11549763626002,463.29777520758944,99.78919655005896,0.0,36.79813350959138,648 days,139,119,20,434246.2702000101,63.86554621848739,1710.087329002664,-72.14285714285714,73.92156136499291,-23.80012349082035,259 days 03:09:28.421052632,280 days 03:20:55.813953492,4.054569915234653,10814.358875315882,0.9587681870830426,0.4835873794908886,1.1604610447078045,1.3206524534600277,-27.544872182332004,94.89843700960496,18.27956855676581,116.93286768319422,-20.059975760534748
20,180,20,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2690217.4766727593,169.02174766727595,463.29777520758944,99.77074482541607,0.0,39.07633275837281,763 days,149,129,20,555680.30204088,65.11627906976744,1796.922029976293,-72.07277070666368,76.76407471608604,-20.77779946680657,219 days 00:51:25.714285712,294 days 19:12:00,3.984964205752937,8794.861818851783,0.9844205224397506,0.4497596764887726,1.168365663433325,1.3920883289669472,-31.378372905964007,129.87630019702797,3.4851060514879246,78.99131797802991,-5.518960734671997
20,180,20,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,3438232.285174951,243.8232285174951,463.29777520758944,99.8717330768196,0.0,28.166979855969366,454 days,148,128,20,193605.75522999998,74.21875,2655.555555555555,-60.19900634074434,92.37982481425965,-17.924854614126364,247 days 00:30:18.947368420,358 days 01:27:16.363636364,13.970755362084525,17536.14476519492,1.2170095027100178,0.7949076626944618,1.2084018247221924,1.6871524206213795,7.921495808398025,132.4052434794961,-0.6741833401340142,56.51228043776603,-7.903067311409551
20,180,20,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,180,25,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1172984.1,17.29841,463.29777520758944,97.54503329025381,0.0,8.38112056894281,113 days,38,13,25,61855.05,92.3076923076923,41.7156641037238,-18.460796915167098,25.355095218704477,-18.460796915167098,84 days,49 days,70.08432798706949,8548.388461538461,0.6039136871111374,0.3155522870174148,1.3554443347320748,1.0008316151513892,0.0,0.0,0.0,0.0,14.455746999999974
20,180,25,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2111179.51127737,111.11795112773703,463.29777520758944,99.24402422589829,0.0,19.379806243984454,303 days,121,97,24,476176.068574,72.16494845360825,436.6814159292035,-47.445254484979046,45.0071128831738,-20.96559736023232,221 days 09:56:34.285714284,262 days 04:36:55.384615384,4.8943816016483845,6481.773676995121,0.9348445640856395,0.6710040078694609,1.2061683538770895,1.273306532227085,0.0,28.53901425310399,5.9148303416478605,66.42363728791018,-5.458906498149261
20,180,25,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2390094.3628230114,139.00943628230112,463.29777520758944,99.1325878807228,0.0,29.339615277092395,388 days,163,138,25,569732.4265785,70.28985507246377,3271.50135805347,-60.80685873345776,82.71903452138127,-20.502580321071786,247 days 19:17:56.288659792,241 days 14:02:55.609756100,4.194692193786354,5944.65171191674,1.048471196026824,0.5222106153465463,1.19057205374574,1.4173981000531957,-17.35188970705599,104.52102140951258,-3.981793994657939,55.33538631960522,-1.2116086184988135
20,180,25,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2298596.0720328605,129.85960720328603,463.29777520758944,99.78919655005896,0.0,37.85645908257117,684 days,171,146,25,314415.5089496,64.38356164383562,1710.087329002664,-72.14285714285714,75.02571562658014,-24.51899549579816,253 days 17:21:42.127659572,273 days 09:13:50.769230768,3.37989863368685,6740.962760844249,0.885843179586827,0.38533302123415974,1.1483255394034546,1.197937857854075,-29.052887685163014,81.07156120084309,13.822596816056162,99.03376067302038,-16.44473276572936
20,180,25,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2440216.83004028,144.021683004028,463.29777520758944,99.77074482541607,0.0,40.03785722895022,763 days,177,152,25,472490.69352281996,67.10526315789474,1796.922029976293,-72.07277070666368,68.53856191940099,-20.55552012500727,227 days 06:35:17.647058824,289 days 01:26:24,3.528462500577076,6366.619319193814,0.9280052297771119,0.3924708360012284,1.157491003157405,1.3192350405493483,-32.646008428714005,126.91048430717021,-1.2797202736419446,73.86041349228914,-4.366774631569569
20,180,25,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,3645558.4743755097,264.555847437551,463.29777520758944,99.8717330768196,0.0,30.742424313348554,451 days,178,153,25,55023.851049999954,72.54901960784314,2655.555555555555,-60.19900634074434,92.85169670740524,-18.103435937588934,247 days 20:58:22.702702700,344 days 14:02:55.609756096,16.82310630059649,16905.49993537634,1.2308003555162181,0.7666343654431674,1.208231035210389,1.6958247062781493,7.288720146407,130.84397328223605,3.2738670918593122,64.80494553661383,-10.935421978778113
20,180,25,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,180,30,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1149981.78,14.998178000000003,463.29777520758944,95.99293031923476,0.0,7.7484443336925946,113 days,44,14,30,52534.42999999999,92.85714285714286,41.71566410372381,-18.460796915167087,25.17834621681655,-18.460796915167087,79 days 12:55:23.076923076,49 days,71.67547867711058,6960.525000000001,0.5394625958318711,0.29846441787951034,1.3180692211423903,0.8808012545007188,0.0,0.0,0.0,0.0,14.19808600000001
20,180,30,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2374422.37171429,137.44223717142904,463.29777520758944,99.30324791391182,0.0,21.733819589181195,303 days,141,112,29,401159.27871000004,72.32142857142857,589.3905190851056,-52.645788336933045,56.44527208713711,-22.876326049542417,239 days 19:51:06.666666668,246 days 06:24:00,7.097060424604744,8642.340636587685,1.021101473228417,0.6992514902646091,1.2218967124679938,1.3819266837915192,0.0,31.315848328993983,6.2863412059330175,92.29229378982889,-10.578940210795825
20,180,30,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2165883.6322341897,116.58836322341897,463.29777520758944,97.72511556155746,0.0,32.556533329878654,371 days,200,171,29,476810.79187425,69.00584795321637,3271.5013580534696,-61.48148148148148,72.97397028981871,-21.504000989801888,234 days 21:21:21.355932204,246 days 14:29:26.037735848,3.3868800896787117,4029.6657330990647,0.943228220147168,0.41398352357861273,1.1710591010592069,1.2658694130451191,-21.525798905940004,99.41937135094706,-5.0778378943286135,53.57822757395254,-0.4361502020208725
20,180,30,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2116887.78384461,111.68877838446103,463.29777520758944,99.78919655005896,0.0,38.148957438587075,685 days,197,168,29,335757.07753827004,64.88095238095238,1710.087329002664,-72.14285714285714,71.06671110502127,-23.846251802254585,258 days 04:24:13.211009176,273 days 05:41:41.694915256,2.8856569561490186,4649.587537537738,0.8334837028402262,0.3421812856310598,1.1390119892879458,1.1240597825561374,-29.728571517867014,80.01432836796232,9.915174759586519,91.20624320170033,-15.447595672263581
20,180,30,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2612073.8409359795,161.20738409359797,463.29777520758944,99.77074482541607,0.0,39.53295361021637,763 days,194,164,30,678306.5873506798,68.90243902439023,1796.922029976293,-72.07277070666368,69.37900017660901,-20.322789275028548,229 days 18:41:24.955752212,284 days 02:21:10.588235296,3.459978773024042,5693.702765764023,0.987926865037248,0.4302562977539064,1.1673141874690929,1.4065070547165555,-32.10697588985001,125.8370777426596,-0.2419901424672386,79.7343285746369,-0.8651000716196214
20,180,30,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,3728826.5875685317,272.8826587568532,463.29777520758944,99.8717330768196,0.0,28.683612965326795,451 days,210,181,29,83199.32829999996,72.92817679558011,2655.555555555555,-60.19900634074434,87.66180514037542,-19.022387864398883,242 days 03:16:21.818181816,336 days 15:30:00,16.142440561547932,14596.615147828436,1.2751125405321364,0.8376074236579037,1.2154074104640535,1.7589993304698117,8.318247283667022,133.28767030521945,1.9705187102196426,69.95967293705094,-11.879063326085273
20,180,30,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,240,10,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1177032.96,17.703295999999995,463.29777520758944,97.96974298686332,0.0,12.367309173234135,113 days,12,2,10,132130.15999999995,100.0,24.44499753332236,22.910464483498185,23.677731008410273,,90 days,,inf,22451.399999999994,0.5185090519083327,0.218524808708884,1.3083505944047975,0.9064659805712577,0.0,0.0,0.0,0.0,14.510664999999992
20,240,10,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2949043.6480622604,194.90436480622603,463.29777520758944,99.44020014939726,0.0,25.205138204602306,303 days,37,27,10,1401122.256618,70.37037037037037,258.642480983031,-51.8248174801915,51.18771320444926,-23.925889549570066,273 days 05:03:09.473684212,274 days 12:00:00,4.722705692115619,20293.38486830593,1.067565158937157,0.7679098398246261,1.2360234182321523,1.5282348666760306,0.0,30.05613609587797,18.570695479538387,116.40703255997977,-8.329003858011234
20,240,10,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,3359399.56796836,235.93995679683601,463.29777520758944,99.66693197982643,0.0,26.326387283636237,300 days,47,37,10,571883.9133520001,75.67567567567568,1315.7682894789352,-24.7162161785328,135.86027471629654,-14.575008270067114,371 days 22:17:08.571428572,284 days 18:40:00,24.66995812880481,48311.233908550275,1.2269614815945484,0.8328745974847402,1.2249955857564392,1.7435835773180774,-4.06766011844899,102.20076840685506,7.786761661268303,93.71332530975863,-13.053407309061072
20,240,10,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1219250.84747685,21.925084747685013,463.29777520758944,99.7487866349599,0.0,42.364343659793334,778 days,71,61,10,-27697.647599999975,60.65573770491803,198.6425339366516,-69.10714285714286,33.852756659185836,-22.636200824795747,259 days 10:22:42.162162164,330 days 08:00:00,1.6995326702759974,4048.335984866395,0.29278849021850917,0.07781051400747126,1.0474240292925427,0.39459580110956527,-33.447199615284006,75.48493648709702,-16.786449653156655,41.35003255901336,-5.2531860369824015
20,240,10,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,984559.0316759499,-1.544096832405006,463.29777520758944,99.78086416449975,0.0,45.579083650915976,1667 days,67,57,10,1236.8743419499915,61.40350877192983,269.9468085106383,-51.923075895792216,28.274406103696247,-21.85288141335869,247 days 10:58:17.142857144,371 days 21:49:05.454545456,0.9552994417471364,-292.59373098245305,0.06585577439036872,-0.005578587571925614,1.0105021941905208,0.09100109810000333,-38.531901017300015,66.8858190130798,-14.617551535936565,33.73969538678681,-9.963580641727262
20,240,10,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1768887.08332444,76.888708332444,463.29777520758944,99.87745679979426,0.0,27.64705890070419,816 days,54,44,10,384342.0473702199,70.45454545454545,95.4054054054054,-43.49019831457243,28.18072427517142,-24.4572065246398,344 days 14:42:34.838709680,459 days 18:27:41.538461536,3.3758831227493182,8739.659908050457,0.7730245489804857,0.3537578849890692,1.1174394775960974,1.0562162049150545,-6.022835316659987,50.92118332468025,-5.565395952230558,54.76461544391289,-15.75122997469696
20,240,10,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,240,12,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1215085.89,21.508588999999994,463.29777520758944,98.70487392736658,0.0,11.868583096442146,113 days,16,4,12,141987.18999999997,100.0,41.715664103723796,5.87667161961367,23.7369494350395,,82 days 18:00:00,,inf,18274.674999999992,0.631781336104409,0.27286993166028944,1.3750776367329767,1.094090052708884,0.0,0.0,0.0,0.0,15.894324
20,240,12,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2837318.12876986,183.731812876986,463.29777520758944,99.55507869068369,0.0,24.422341254947924,303 days,48,36,12,1228452.687296,77.77777777777779,258.642480983031,-51.8248174801915,47.490226981759356,-23.925889549570066,255 days 06:00:00,274 days 12:00:00,5.882488745811724,16912.928929829446,1.0683111194839237,0.761740542694995,1.236762621724382,1.5147729042903866,0.0,34.834608351064986,10.60135268514782,111.53560595951714,-8.029862840240057
20,240,12,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,3856078.0554092005,285.60780554092,463.29777520758944,99.48267575417768,0.0,26.861942315999443,300 days,59,47,12,626851.983861,76.59574468085107,3271.5013580534696,-24.716216178532804,200.80289427526967,-15.384708906935193,359 days 01:20:00,295 days 10:54:32.727272724,21.49137917938841,47430.34194783404,1.2639202102340084,0.9198287614252024,1.2328274835149697,1.7793920426608827,-1.2813396517359885,142.3089619302973,7.773783572200014,78.15630907431533,-10.98688405000956
20,240,12,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1413899.87235923,41.389987235923,463.29777520758944,99.78919655005896,0.0,40.81429415902561,686 days,85,73,12,-36942.58382795002,61.64383561643836,296.35474860335194,-69.10714285714286,40.40698007826737,-23.457220091816893,259 days 20:16:00,325 days 17:08:34.285714288,2.246206314024458,6175.924057358629,0.4611051534814885,0.14284367815187415,1.0751080700341549,0.6196410892560782,-31.45868433986001,85.83482549497191,-12.692860218268267,40.75867415043682,-4.032624830873365
20,240,12,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1124305.3512068002,12.43053512068001,463.29777520758944,99.78086416449975,0.0,44.80091242846931,1634 days,76,64,12,97639.8222998,62.5,269.9468085106383,-51.923075895792216,34.00533746475559,-21.58677983591084,251 days 21:36:00,377 days 03:00:00,1.0712876795880781,416.64888917187545,0.19873649699240428,0.043199111729153174,1.0314808288855855,0.2792296035984423,-37.771686924000015,64.62487365147577,-11.337527959441035,40.913522259695426,-4.506307189994881
20,240,12,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1783382.1978243901,78.33821978243901,463.29777520758944,99.87745679979426,0.0,27.301761396650605,815 days,69,58,11,376859.63061355,74.13793103448276,95.4054054054054,-43.49019831457242,28.577155017042134,-23.140415980371856,303 days 17:51:37.674418604,472 days 16:00:00,3.418353746363303,7009.009779497241,0.7820563329048529,0.36360438220195246,1.118933107909099,1.0655744860854497,-5.226339677061978,50.106161274294855,-4.433033676289899,54.82819250575157,-15.542402014269765
20,240,12,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,240,15,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1181485.9,18.14858999999999,463.29777520758944,98.22396866933244,0.0,11.728010398196037,113 days,19,5,14,101044.99999999997,100.0,41.71566410372379,5.87667161961367,25.57183802904425,,96 days,,inf,16088.179999999993,0.5661399068986659,0.23584824681478975,1.3210239664171242,0.9386361974292753,0.0,0.0,0.0,0.0,12.395118999999994
20,240,15,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2784125.75950498,178.412575950498,463.29777520758944,99.20801537517802,0.0,22.04832145589501,303 days,57,42,15,1300581.04819,76.19047619047619,258.642480983031,-51.82481748019151,43.247771665786935,-22.756323458399997,234 days 12:00:00,304 days 14:24:00,4.95720367169886,11512.96931702333,1.1067211608985663,0.8271299914104279,1.2456612481237233,1.5476004896425544,0.0,28.514803799260015,12.16818073936805,101.64869624822781,-4.43113982027049
20,240,15,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,4048777.2393210502,304.877723932105,463.29777520758944,99.49318286615977,0.0,22.96217463525733,247 days,72,57,15,843494.0075621202,78.94736842105263,3271.5013580534696,-29.963083216233226,190.33483832855453,-16.599573432710027,367 days 13:20:00,273 days 10:00:00,24.581632340878873,38689.179504542626,1.3615040269455585,1.1195495758446803,1.2537157569750474,1.9090024535961125,-1.51790876047099,128.07053302995658,12.802160074762412,87.2083180432313,-8.30051091681088
20,240,15,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1521137.72141323,52.113772141323025,463.29777520758944,99.78919655005896,0.0,40.67422855813423,646 days,100,85,15,-12647.937830099974,64.70588235294117,600.0,-69.10714285714286,52.79830289000198,-23.739699387879025,276 days 22:15:16.363636364,339 days 09:36:00,2.4840623567960147,6279.831285215648,0.5381408258826169,0.17464251293786395,1.0878445979304736,0.7233422529511758,-31.295284890072,98.39894046076778,-14.13470344746359,42.34590214794826,-2.8794496772917433
20,240,15,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1256337.7672719,25.633776727190003,463.29777520758944,99.78086416449975,0.0,44.5191817430903,984 days,93,78,15,159102.05593560002,66.66666666666666,600.0,-51.923075895792216,46.35462916590661,-20.958636247288428,266 days 06:55:23.076923076,366 days 20:18:27.692307696,1.260544866100256,1246.6116837987192,0.30781640932825566,0.08544681752041977,1.0494490919256567,0.4317076722857703,-37.44612563161801,77.74314053080988,-12.716467422190355,44.37284228267731,-4.660122594985307
20,240,15,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1845502.7655315,84.55027655315,463.29777520758944,99.87745679979426,0.0,28.408736947115887,810 days,89,76,13,369355.5482202199,77.63157894736842,95.4054054054054,-43.49019831457242,25.64146516027054,-23.341715697356825,275 days 14:38:38.644067796,453 days 22:35:17.647058824,3.5604451360767277,6265.094964622105,0.811834128447294,0.37117306066237427,1.1241773773627655,1.105741524421436,-6.542715314991981,56.861041985769845,-3.8394784517323832,58.255785090361314,-16.73081549405756
20,240,15,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,240,20,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1167801.07,16.780107,463.29777520758944,97.93240127248934,0.0,9.221001590527644,113 days,26,7,19,89545.17000000001,100.0,41.7156641037238,5.87667161961367,23.218796287531468,,88 days 13:42:51.428571428,,inf,11179.414285714285,0.5647710166921484,0.2787486010417243,1.319623928298932,0.928112267155366,0.0,0.0,0.0,0.0,13.132594999999995
20,240,20,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2376805.67055237,137.680567055237,463.29777520758944,98.97244372836114,0.0,22.514651194471337,302 days,84,65,19,946354.8685500001,70.76923076923077,258.642480983031,-51.8248174801915,38.66142724825384,-22.047279501009456,224 days 01:33:54.782608696,260 days 21:28:25.263157896,3.71351350337833,6622.320030805696,0.9782249124162334,0.6758405828697988,1.213444517625045,1.3437825713090947,0.0,25.004585940908992,7.386637682892759,92.67032489626213,-7.2363320688662425
20,240,20,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,3145625.6903272197,214.56256903272197,463.29777520758944,98.39584007439085,0.0,29.035084333292517,322 days,88,68,20,548383.66051288,73.52941176470588,3271.5013580534696,-50.66666666666667,186.397697318262,-21.334754146469518,398 days 22:04:48,354 days 13:20:00,12.011643059053473,23488.853379622647,1.1967092064935692,0.7102463062161587,1.2207059686758797,1.6557079622364403,-15.094030435139988,117.60566664983361,14.04674650585235,75.89806778579505,-8.786182555266148
20,240,20,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1458780.3272039702,45.878032720397016,463.29777520758944,99.78919655005896,0.0,42.68319685351157,665 days,117,99,18,-15240.476801500006,63.63636363636363,600.0,-69.10714285714286,54.98651851341436,-22.700989162228645,306 days 15:37:08.571428572,341 days 22:00:00,2.3399193044754063,4788.0889293481805,0.48647421738845276,0.14929761803038996,1.0783098560211615,0.6486887946843146,-33.702071456697006,100.78636098759945,-11.66658270252643,40.00211414771963,-5.168781094274885
20,240,20,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1760055.4103078498,76.00554103078497,463.29777520758944,99.78086416449975,0.0,44.21808435111753,968 days,111,91,20,376958.23551205,69.23076923076923,1369.4418720697022,-51.923075895792216,66.43887521232983,-20.891662359031884,274 days 05:20:00,372 days 07:42:51.428571428,2.1215428383372235,4209.859063690107,0.5819581660071363,0.21915251632188817,1.0954496359374128,0.8190313825888254,-37.071425523818,82.3317073650239,0.58583453260234,83.32945183180327,-11.454275783010875
20,240,20,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2807703.32214324,180.770332214324,463.29777520758944,99.87745679979426,0.0,34.493308788339725,561 days,115,97,18,1238747.45140444,79.38144329896907,95.4054054054054,-43.49019831457242,26.227602787148662,-23.767457765567222,239 days 08:06:14.025974028,424 days 01:12:00,4.071038075259427,5865.524440606184,1.0157605167496064,0.533438725896516,1.1605656300430753,1.4870660914761484,2.2580003894220106,107.40457390376774,-6.67678155685657,65.13733080608888,-7.801440294343724
20,240,20,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,240,25,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1165513.83,16.551383,463.29777520758944,97.54503329025381,0.0,8.309773089154552,113 days,33,9,24,89638.57999999996,88.88888888888889,41.7156641037238,-18.460796915167098,25.239325475294677,-18.460796915167098,90 days 06:00:00,49 days,67.03590078328982,8430.583333333334,0.5715003857412754,0.3053570142725171,1.327789308313081,0.9356944119772611,0.0,0.0,0.0,0.0,13.586251999999979
20,240,25,1024,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2195561.8398054196,119.55618398054197,463.29777520758944,99.24402422589829,0.0,22.891361810120607,301 days,103,79,24,769244.5685680002,70.88607594936708,258.642480983031,-51.8248174801915,39.04841745672367,-20.9469838043261,231 days 08:08:34.285714288,257 days 22:57:23.478260868,3.764929242398292,5396.42115490405,0.9043216149396046,0.5998252491557804,1.1977255792146977,1.2273721716291308,0.0,28.53901425310399,1.5932606233092117,88.80453508337605,-9.876349755845833
20,240,25,512,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2670112.39544559,167.01123954455898,463.29777520758944,99.1325878807228,0.0,32.88137240139871,407 days,111,86,25,423037.4840629201,70.93023255813954,3271.50135805347,-50.66666666666667,163.89303672690468,-20.73823061000031,390 days 09:02:57.049180324,394 days 09:36:00,8.885667426358063,14500.871062589184,1.0837907677335294,0.5301102099535521,1.1992899901293075,1.4771136229527426,-21.143406288718992,108.62844023742892,13.204515370405245,68.49399396104667,-8.881477784411148
20,240,25,256,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1748333.49997679,74.83334999767901,463.29777520758944,99.78919655005896,0.0,42.029917816817104,665 days,151,126,25,3076.3998814000115,67.46031746031747,1038.5199240986715,-90.38888944444444,57.236956259064634,-24.37967193926125,290 days 13:50:07.058823528,345 days 06:26:20.487804876,3.174540851568489,5914.738889645956,0.6351915939899864,0.22771045989028724,1.1028185051913577,0.8672310563460381,-32.99274468241801,104.32224095157694,-2.5846393944395603,55.54605884792113,-7.724381732959437
20,240,25,128,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1828729.21683505,82.872921683505,463.29777520758944,99.78086416449975,0.0,44.00088471339479,946 days,127,103,24,380601.7956310999,71.84466019417476,1369.4418720697022,-51.923075895792216,71.99067199602315,-20.69015538163514,281 days 16:12:58.378378380,366 days 17:22:45.517241380,2.3193096004568545,4350.751662174271,0.6129306072064469,0.2358941797106528,1.1007298324372874,0.8601589474578815,-36.773981274153,86.39593051014138,1.0137585622748368,84.86379417707694,-11.417551054700557
20,240,25,64,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,2858216.9783966197,185.82169783966194,463.29777520758944,99.87745679979426,0.0,34.328062829530175,561 days,135,114,21,1300164.1120004398,81.57894736842105,315.66142402861857,-43.49019831457242,30.85429348192921,-23.343536206236656,240 days 11:36:46.451612904,436 days 09:08:34.285714288,4.326879007328465,4895.2005824226335,1.0362963993221925,0.5460830480624354,1.1643785469290382,1.5216212549483064,2.482157490868005,104.02976507261566,-5.383430325431681,65.10900372145207,-6.327152159534934
20,240,25,16,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1000000.0,0.0,463.29777520758944,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf,0.0,0.0,0.0,0.0,0.0
20,240,30,2048,0.5,0.5,2017-01-02 09:15:00,2025-12-31 09:15:00,2231 days,1000000.0,1143589.03,14.358903000000002,463.29777520758944,95.99293031923476,0.0,7.68704354667278,113 days,39,10,29,75609.68000000002,90.0,41.71566410372381,-18.46079691516709,24.99688466627986,-18.46079691516709,83 days 02:40:00,49 days,74.95490644038296,6797.935,0.5117062579783039,0.2887153198450136,1.2940603987452004,0.8274022576236707,0.0,0.0,0.0,0.0,13.468421000000019
